threshold,accuracy,precision_incorrect,recall_incorrect,f1_incorrect,macro_f1,mcc,roc_auc,pr_auc,true_negative,false_positive,false_negative,true_positive,n_test,model_id,algorithm,algorithm_family,feature_set,class_weight,threshold_source,feature_count,train_seconds,predict_seconds
0.66,0.7352941176470589,0.8106863196683556,0.6888454011741683,0.7448159119763013,0.7349250558513517,0.4803908764635115,0.8405401995675352,0.8592129024423254,1590,411,795,1760,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.67,0.7306848112379281,0.8094128611369991,0.6798434442270058,0.7389917038927888,0.7304117440343563,0.472711848958126,0.8405401995675352,0.8592129024423254,1592,409,818,1737,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.68,0.7269534679543459,0.8087611869995289,0.6720156555772994,0.7340743907652844,0.7267575381882353,0.4667176374899503,0.8405401995675352,0.8592129024423254,1595,406,838,1717,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.69,0.7199297629499561,0.806420699568759,0.6587084148727984,0.7251184834123223,0.7198299352184654,0.4550218221303691,0.8405401995675352,0.8592129024423254,1597,404,872,1683,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.7,0.7153204565408253,0.8047480620155039,0.6500978473581214,0.7192032907555748,0.7152660121705762,0.44734727301376964,0.8405401995675352,0.8592129024423254,1598,403,894,1661,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.71,0.7107111501316945,0.8033349681216283,0.6410958904109589,0.7131040487592512,0.7106910239369518,0.4398534204288868,0.8405401995675352,0.8592129024423254,1600,401,917,1638,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.72,0.7052238805970149,0.8014925373134328,0.6305283757338552,0.7058050383351588,0.7052227302957959,0.4309214118182732,0.8405401995675352,0.8592129024423254,1602,399,944,1611,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.73,0.70171202809482,0.8008048289738431,0.6230919765166341,0.700858463570328,0.7017095994805022,0.4254977672915347,0.8405401995675352,0.8592129024423254,1605,396,963,1592,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.74,0.6986391571553995,0.7993920972644377,0.6176125244618396,0.6968425701037757,0.6986285728546371,0.4203568669866253,0.8405401995675352,0.8592129024423254,1605,396,977,1578,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.75,0.6951273046532046,0.797752808988764,0.6113502935420744,0.6922224684245513,0.6951001448450218,0.4144911686272921,0.8405401995675352,0.8592129024423254,1605,396,993,1562,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.76,0.6924934152765584,0.7968106995884774,0.6062622309197652,0.6885974661035785,0.6924452754320191,0.4102606783484434,0.8405401995675352,0.8592129024423254,1606,395,1006,1549,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.77,0.690737489025461,0.796277145811789,0.6027397260273972,0.6861216306527066,0.6906705925273051,0.4074997215161858,0.8405401995675352,0.8592129024423254,1607,394,1015,1540,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.78,0.6874451273046532,0.7949921752738655,0.596477495107632,0.6815742397137746,0.6873388439948184,0.4021892094083516,0.8405401995675352,0.8592129024423254,1608,393,1031,1524,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.79,0.6861281826163301,0.7943485086342229,0.5941291585127202,0.6798029556650246,0.6860056534674671,0.40000118847401456,0.8405401995675352,0.8592129024423254,1608,393,1037,1518,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.8,0.682396839332748,0.7928118393234672,0.5870841487279843,0.6746120980436249,0.6822149450561104,0.39397647831571436,0.8405401995675352,0.8592129024423254,1609,392,1055,1500,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.81,0.679982440737489,0.792845702082221,0.5812133072407045,0.6707317073170732,0.6797296452896211,0.3906598436470704,0.8405401995675352,0.8592129024423254,1613,388,1070,1485,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.82,0.6777875329236172,0.7920472864051585,0.5769080234833659,0.667572463768116,0.6774829950867838,0.3872016010841412,0.8405401995675352,0.8592129024423254,1614,387,1081,1474,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.83,0.6744951712028094,0.7903575297941495,0.5710371819960861,0.663031129288798,0.6741179845127921,0.38175915238243957,0.8405401995675352,0.8592129024423254,1614,387,1096,1459,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.84,0.6729587357330992,0.7911427009294697,0.5663405088062622,0.6601277372262774,0.6724919565996024,0.3801066292280279,0.8405401995675352,0.8592129024423254,1619,382,1108,1447,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.85,0.6698858647936786,0.7898510755653613,0.5604696673189824,0.6556776556776557,0.6693228076027402,0.3752191973983531,0.8405401995675352,0.8592129024423254,1620,381,1123,1432,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.86,0.6676909569798068,0.7886855241264559,0.5565557729941292,0.6525929325378614,0.6670621372828138,0.3716021541409315,0.8405401995675352,0.8592129024423254,1620,381,1133,1422,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.87,0.6668129938542581,0.7895030709101061,0.5534246575342465,0.650713299585826,0.6661036074093629,0.37088471952140245,0.8405401995675352,0.8592129024423254,1624,377,1141,1414,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.88,0.6646180860403863,0.7892957746478874,0.5483365949119374,0.6471131639722864,0.6637907936130776,0.367826977984663,0.8405401995675352,0.8592129024423254,1627,374,1154,1401,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.89,0.6624231782265145,0.7890847072200113,0.5432485322896282,0.6434863235975893,0.6614680471676984,0.3647793362861868,0.8405401995675352,0.8592129024423254,1630,371,1167,1388,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.9,0.6608867427568043,0.7889016018306636,0.5397260273972603,0.6409481756913781,0.6598377809211725,0.36263291604437814,0.8405401995675352,0.8592129024423254,1632,369,1176,1379,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.91,0.6573748902546093,0.7876157407407407,0.5326810176125245,0.6355358393649311,0.6561402534989906,0.3572498815211063,0.8405401995675352,0.8592129024423254,1634,367,1194,1361,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.92,0.6525460930640913,0.7858823529411765,0.5228962818003914,0.6279670975323149,0.6510228734521777,0.34990774649762874,0.8405401995675352,0.8592129024423254,1637,364,1219,1336,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.93,0.6474978050921861,0.7839616995810892,0.512720156555773,0.619971604353999,0.6456386879731517,0.3422171307141991,0.8405401995675352,0.8592129024423254,1640,361,1245,1310,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.94,0.6420105355575065,0.782051282051282,0.5013698630136987,0.6110183639398998,0.6397234531632818,0.33401570534750974,0.8405401995675352,0.8592129024423254,1644,357,1274,1281,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.95,0.6406935908691835,0.7858032378580324,0.4939334637964775,0.6065849555395337,0.6379723404237762,0.3345162985573741,0.8405401995675352,0.8592129024423254,1657,344,1293,1262,4556,hist_gradient_boosting_balanced_sample_weight__ergonomic_14,hist_gradient_boosting,HistGradientBoosting,ergonomic_14,balanced_sample_weight,external_threshold_sweep,14,0.5746,0.0207
0.05,0.7726075504828798,0.9254901960784314,0.6465753424657534,0.7612903225806451,0.7720952870237676,0.5897811788691648,0.8485708222209836,0.870752803502084,1868,133,903,1652,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.06,0.7704126426690079,0.9279636982416336,0.6403131115459882,0.7577582213987958,0.7697844089889265,0.5877821443763936,0.8485708222209836,0.870752803502084,1874,127,919,1636,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.07,0.7660228270412642,0.9286125503742084,0.6313111545988258,0.7516309412861137,0.7652345577799864,0.5817613675795813,0.8485708222209836,0.870752803502084,1877,124,942,1613,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.08,0.7614135206321334,0.9282380396732789,0.6227005870841488,0.7453736237994847,0.7604629836940847,0.5749677046616852,0.8485708222209836,0.870752803502084,1878,123,964,1591,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.09,0.7594381035996488,0.929876252209782,0.6176125244618396,0.742238946378175,0.758362271542997,0.5729489184763766,0.8485708222209836,0.870752803502084,1882,119,977,1578,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.1,0.7585601404741001,0.9327781082688875,0.6136986301369863,0.7403210576015109,0.7573631539032986,0.5731235609639541,0.8485708222209836,0.870752803502084,1888,113,987,1568,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.11,0.7561457418788411,0.9333733493397359,0.6086105675146771,0.7367922293295428,0.7548201588275193,0.5699887842938629,0.8485708222209836,0.870752803502084,1890,111,1000,1555,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.12,0.7532923617208077,0.9333737129012719,0.6031311154598826,0.7327627199239182,0.7518277521348087,0.565950730752162,0.8485708222209836,0.870752803502084,1891,110,1014,1541,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.13,0.7506584723441615,0.934476423759951,0.5972602739726027,0.728748806112703,0.7490210318134596,0.562782165091712,0.8485708222209836,0.870752803502084,1894,107,1029,1526,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.14,0.7478050921861282,0.9350247524752475,0.5913894324853229,0.7245264924478543,0.7459912365092944,0.5590433224131425,0.8485708222209836,0.870752803502084,1896,105,1044,1511,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.15,0.7456101843722563,0.93625,0.5863013698630137,0.7210589651022864,0.7436240962287708,0.5565777267613912,0.8485708222209836,0.870752803502084,1899,102,1057,1498,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.16,0.7440737489025461,0.9370673379483953,0.5827788649706458,0.7186293436293436,0.741963625115799,0.5548372763674497,0.8485708222209836,0.870752803502084,1901,100,1066,1489,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.17,0.7429762949956101,0.9379746835443038,0.5800391389432485,0.7168077388149939,0.740762720120778,0.5537586798891883,0.8485708222209836,0.870752803502084,1903,98,1073,1482,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.18,0.7410008779631255,0.9376193507320179,0.5765166340508806,0.7140087251575375,0.7386730348611594,0.5508267904944922,0.8485708222209836,0.870752803502084,1903,98,1082,1473,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.19,0.740342405618964,0.938058748403576,0.5749510763209393,0.7129337539432177,0.7379535529884391,0.5501302624552913,0.8485708222209836,0.870752803502084,1904,97,1086,1469,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.2,0.7366110623353819,0.9373789541639768,0.5682974559686889,0.7076023391812866,0.7339928628813781,0.5446041841771463,0.8485708222209836,0.870752803502084,1904,97,1103,1452,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.21,0.7344161545215101,0.9369720597790773,0.5643835616438356,0.7044455300439668,0.731656802487109,0.5413574591936392,0.8485708222209836,0.870752803502084,1904,97,1113,1442,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.22,0.7315627743634767,0.936435124508519,0.5592954990215264,0.7003185493751531,0.7286128624434899,0.5371407293730772,0.8485708222209836,0.870752803502084,1904,97,1126,1429,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.23,0.7291483757682178,0.935973597359736,0.5549902152641879,0.6968058968058968,0.7260308738293665,0.5335760311258919,0.8485708222209836,0.870752803502084,1904,97,1137,1418,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.24,0.7273924495171202,0.9362126245847177,0.55146771037182,0.6940886699507389,0.7241227197734692,0.5312781525416265,0.8485708222209836,0.870752803502084,1905,96,1146,1409,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.25,0.72585601404741,0.9364973262032086,0.5483365949119374,0.6916810664033572,0.7224459471514909,0.5293088123172742,0.8485708222209836,0.870752803502084,1906,95,1154,1401,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.26,0.7249780509218613,0.9363270777479893,0.546771037181996,0.6903879416851989,0.7215019668939322,0.5280161742185285,0.8485708222209836,0.870752803502084,1906,95,1158,1397,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.27,0.7214661984196664,0.9362279511533242,0.5401174168297456,0.6850335070737156,0.7176888959724274,0.5231484772214281,0.8485708222209836,0.870752803502084,1907,94,1175,1380,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.28,0.7201492537313433,0.9359673024523161,0.5377690802348336,0.6830723340790454,0.7162659764323307,0.521213074100176,0.8485708222209836,0.870752803502084,1907,94,1181,1374,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.29,0.7177348551360843,0.9354838709677419,0.5334637964774951,0.6794616151545364,0.7136523762047191,0.5176663390936485,0.8485708222209836,0.870752803502084,1907,94,1192,1363,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.3,0.716198419666374,0.9351724137931035,0.5307240704500978,0.6771535580524345,0.7119858254331097,0.5154102558195985,0.8485708222209836,0.870752803502084,1907,94,1199,1356,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.31,0.713784021071115,0.9352818371607515,0.5260273972602739,0.6733466933867736,0.7093295966933868,0.512173844237485,0.8485708222209836,0.870752803502084,1908,93,1211,1344,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.32,0.7120280948200176,0.9355290819901892,0.5225048923679061,0.6705173279758915,0.7073834203232283,0.5099088433546367,0.8485708222209836,0.870752803502084,1909,92,1220,1335,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.33,0.7104916593503073,0.9358251057827927,0.5193737769080234,0.6680090611628492,0.7056721702000275,0.5079698394372283,0.8485708222209836,0.870752803502084,1910,91,1228,1327,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.34,0.7082967515364355,0.9353693181818182,0.5154598825831702,0.6646479939439819,0.703269811693296,0.5047567163339499,0.8485708222209836,0.870752803502084,1910,91,1238,1317,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.35,0.707638279192274,0.9377236936292055,0.512720156555773,0.6629554655870445,0.7024079653516618,0.5050597520252758,0.8485708222209836,0.870752803502084,1914,87,1245,1310,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.36,0.7054433713784021,0.9379061371841155,0.5084148727984344,0.6593908629441624,0.6999583858417642,0.5021763991028433,0.8485708222209836,0.870752803502084,1915,86,1256,1299,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.37,0.7039069359086918,0.9375907111756169,0.5056751467710372,0.6570048309178744,0.6982649178725306,0.4999352774031145,0.8485708222209836,0.870752803502084,1915,86,1263,1292,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.38,0.7023705004389815,0.9379108838568299,0.5025440313111545,0.654434250764526,0.696530926461677,0.49801874704396987,0.8485708222209836,0.870752803502084,1916,85,1271,1284,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.39,0.7003950834064969,0.9375,0.49902152641878667,0.6513409961685823,0.6943447332199464,0.49513955561817696,0.8485708222209836,0.870752803502084,1916,85,1280,1275,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.4,0.699297629499561,0.9385640266469282,0.4962818003913894,0.6492575524833589,0.6930498288732584,0.49419709321284194,0.8485708222209836,0.870752803502084,1918,83,1287,1268,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.41,0.6977611940298507,0.9395522388059702,0.49275929549902153,0.6464698331193838,0.6912625186298471,0.49262394147523597,0.8485708222209836,0.870752803502084,1920,81,1296,1259,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.42,0.6946883230904302,0.9389140271493213,0.487279843444227,0.6415872197887142,0.6878362403665421,0.4881566599462256,0.8485708222209836,0.870752803502084,1920,81,1310,1245,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.43,0.6931518876207199,0.9385898407884761,0.48454011741682973,0.6391326794011358,0.6861184588300067,0.48592277317407795,0.8485708222209836,0.870752803502084,1920,81,1317,1238,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.44,0.6927129060579456,0.9391634980988594,0.48336594911937375,0.6382428940568475,0.68558462902003,0.4856221876563379,0.8485708222209836,0.870752803502084,1921,80,1320,1235,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.45,0.6911764705882353,0.9388379204892966,0.4806262230919765,0.6357753041677453,0.6838621234117446,0.4833894374863056,0.8485708222209836,0.870752803502084,1921,80,1327,1228,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.46,0.6892010535557507,0.9384141647421094,0.4771037181996086,0.6325895173845355,0.6816427997725264,0.480518268667998,0.8485708222209836,0.870752803502084,1921,80,1336,1219,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.47,0.6874451273046532,0.9387121799844841,0.4735812133072407,0.6295525494276795,0.6796206179180918,0.47830917355256797,0.8485708222209836,0.870752803502084,1922,79,1345,1210,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.48,0.6856892010535558,0.9383294301327089,0.47045009784735814,0.6266944734098019,0.6776383663485703,0.4757575138717653,0.8485708222209836,0.870752803502084,1922,79,1353,1202,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.49,0.6845917471466199,0.9387755102040817,0.4681017612524462,0.6247061896056412,0.6763508233661368,0.4745096149903046,0.8485708222209836,0.870752803502084,1923,78,1359,1196,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.5,0.6837137840210711,0.9392744479495269,0.46614481409001957,0.6230708867381638,0.6753093136659244,0.47358311994773583,0.8485708222209836,0.870752803502084,1924,77,1364,1191,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.51,0.6821773485513608,0.9389373513084853,0.4634050880626223,0.6205450733752621,0.6735655880471476,0.47135198517279053,0.8485708222209836,0.870752803502084,1924,77,1371,1184,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.52,0.6815188762071993,0.9401913875598086,0.4614481409001957,0.6190601207666054,0.6727207071869987,0.47110056656885485,0.8485708222209836,0.870752803502084,1926,75,1376,1179,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.53,0.6795434591747147,0.9397590361445783,0.45792563600782776,0.6157894736842106,0.6704700380469246,0.4682343586624961,0.8485708222209836,0.870752803502084,1926,75,1385,1170,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.54,0.6786654960491659,0.9409862570735651,0.45557729941291586,0.6139240506329114,0.6693680403540497,0.4676743593045166,0.8485708222209836,0.870752803502084,1928,73,1391,1164,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.55,0.6777875329236172,0.9407948094079481,0.45401174168297453,0.6124604012671595,0.6683639346681403,0.4664015176906568,0.8485708222209836,0.870752803502084,1928,73,1395,1160,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.56,0.6764705882352942,0.9412244897959183,0.4512720156555773,0.6100529100529101,0.6668043995125765,0.4648524416438527,0.8485708222209836,0.870752803502084,1929,72,1402,1153,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.57,0.6744951712028094,0.9422442244224423,0.44696673189823877,0.6063180249535439,0.6644312295020292,0.46271666100644054,0.8485708222209836,0.870752803502084,1931,70,1413,1142,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.58,0.6729587357330992,0.9433805162364696,0.44344422700587083,0.6033013844515442,0.6625543516731209,0.46122623785550365,0.8485708222209836,0.870752803502084,1933,68,1422,1133,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
0.59,0.6709833187006146,0.9436974789915966,0.4395303326810176,0.5997329773030707,0.6602167774534731,0.45873813608529146,0.8485708222209836,0.870752803502084,1934,67,1432,1123,4556,logistic_regression_none__ergonomic_v2,logistic_regression,Logistic Regression,ergonomic_v2,none,external_threshold_sweep,27,0.0616,0.0025
