threshold,accuracy,precision_incorrect,recall_incorrect,f1_incorrect,macro_f1,mcc,roc_auc,pr_auc,true_negative,false_positive,false_negative,true_positive,model_id,algorithm,class_weight,feature_set
0.32,0.8533801580333626,0.8281739130434783,0.9318982387475538,0.8769797421731124,0.847778301287534,0.7045641314476846,0.9491293492197149,0.9620879770486879,1507,494,174,2381,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.33,0.8540386303775241,0.8297278436845779,0.9307240704500979,0.8773289061058845,0.8485804649738309,0.7056623239091838,0.9491293492197149,0.9620879770486879,1513,488,177,2378,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.34,0.8568920105355575,0.833976833976834,0.9299412915851272,0.8793486306439674,0.8517563002195025,0.7111148127840774,0.9491293492197149,0.9620879770486879,1528,473,179,2376,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.35,0.8582089552238806,0.83668430335097,0.9283757338551859,0.8801484230055658,0.8532929111266411,0.7134761587343741,0.9491293492197149,0.9620879770486879,1538,463,183,2372,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.36,0.8590869183494293,0.8383445348425893,0.9275929549902152,0.8807134894091416,0.8542977634713269,0.7150961750241667,0.9491293492197149,0.9620879770486879,1544,457,185,2370,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.37,0.8588674275680421,0.8387668320340185,0.9264187866927593,0.8804165891761205,0.8541306506790911,0.7145182083206559,0.9491293492197149,0.9620879770486879,1546,455,188,2367,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.38,0.8597453906935909,0.8404406538734897,0.9256360078277887,0.8809834233563048,0.8551323742482833,0.7161510536711378,0.9491293492197149,0.9620879770486879,1552,449,190,2365,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.39,0.8601843722563652,0.8420114122681883,0.9240704500978474,0.8811345400261242,0.8557018290325132,0.7168383658752697,0.9491293492197149,0.9620879770486879,1558,443,194,2361,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.4,0.8599648814749781,0.842443729903537,0.9228962818003914,0.8808367575644378,0.8555328013474132,0.7162786379678718,0.9491293492197149,0.9620879770486879,1560,441,197,2358,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.41,0.8601843722563652,0.8447160316319194,0.9197651663405088,0.8806445568671538,0.8559514175064247,0.7164039993475504,0.9491293492197149,0.9620879770486879,1569,432,205,2350,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.42,0.8606233538191396,0.8455723542116631,0.9193737769080235,0.880930058128633,0.8564480933670421,0.7172398210684375,0.9491293492197149,0.9620879770486879,1572,429,206,2349,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.43,0.8606233538191396,0.8463203463203464,0.9181996086105675,0.8807959451849071,0.8565142209411987,0.7171377281418292,0.9491293492197149,0.9620879770486879,1575,426,209,2346,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.44,0.8604038630377524,0.8475190148496922,0.9158512720156555,0.8803611738148984,0.8564081949158792,0.7165125263621259,0.9491293492197149,0.9620879770486879,1580,421,215,2340,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.45,0.8612818261633012,0.8492553577915002,0.915068493150685,0.8809344385832706,0.8573967671360097,0.718207866116173,0.9491293492197149,0.9620879770486879,1586,415,217,2338,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.46,0.8625987708516243,0.85187887632251,0.913894324853229,0.881797583081571,0.8588757307441398,0.7207641605821815,0.9491293492197149,0.9620879770486879,1595,406,220,2335,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.47,0.8628182616330115,0.8532210834553441,0.9123287671232877,0.8817855116323057,0.8591934094109241,0.7211122876804132,0.9491293492197149,0.9620879770486879,1600,401,224,2331,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.48,0.8645741878841089,0.8580931263858093,0.9088062622309198,0.882721915985554,0.8612518954116293,0.7244845994345398,0.9491293492197149,0.9620879770486879,1617,384,233,2322,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.49,0.8645741878841089,0.8583579881656804,0.9084148727984345,0.8826773150789123,0.8612711776536529,0.72447052796624,0.9491293492197149,0.9620879770486879,1618,383,234,2321,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.5,0.8645741878841089,0.8588888888888889,0.9076320939334638,0.8825880114176974,0.8613095618405573,0.724444197369675,0.9491293492197149,0.9620879770486879,1620,381,236,2319,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.51,0.8665496049165935,0.8628401043607902,0.9060665362035225,0.8839251622756777,0.8634907174310759,0.7284039513435923,0.9491293492197149,0.9620879770486879,1633,368,240,2315,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.52,0.8674275680421423,0.8652190190939723,0.9045009784735812,0.884424033677765,0.8644971429325521,0.7301620735571207,0.9491293492197149,0.9620879770486879,1641,360,244,2311,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.53,0.8680860403863038,0.8664666166541636,0.9041095890410958,0.8848879524995211,0.8652144722662087,0.731498426216796,0.9491293492197149,0.9620879770486879,1645,356,245,2310,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.54,0.8683055311676909,0.8673431040962044,0.9033268101761253,0.8849693251533742,0.8654826091885968,0.731940186600709,0.9491293492197149,0.9620879770486879,1648,353,247,2308,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.55,0.8687445127304653,0.8685499058380415,0.9025440313111546,0.8852207293666027,0.8659829941041112,0.7328335415330428,0.9491293492197149,0.9620879770486879,1652,349,249,2306,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.56,0.8698419666374012,0.8710287443267776,0.9013698630136986,0.8859396037699557,0.8671967377398206,0.7350806830112999,0.9491293492197149,0.9620879770486879,1660,341,252,2303,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.57,0.8702809482001755,0.8725341426403642,0.9001956947162426,0.8861491042188403,0.8677111244124041,0.7359912415205094,0.9491293492197149,0.9620879770486879,1665,336,255,2300,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.58,0.8711589113257243,0.875,0.8986301369863013,0.886657655918131,0.8687038597414198,0.7378204870667842,0.9491293492197149,0.9620879770486879,1673,328,259,2296,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.59,0.8726953467954346,0.8782075833014171,0.8974559686888454,0.8877274487030584,0.8703715804082955,0.7410151580331156,0.9491293492197149,0.9620879770486879,1683,318,262,2293,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.6,0.8735733099209834,0.8801383019592778,0.8966731898238748,0.8883288096161303,0.8713267720311304,0.7428534176106499,0.9491293492197149,0.9620879770486879,1689,312,264,2291,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.61,0.8735733099209834,0.8816043193212495,0.8947162426614481,0.8881118881118881,0.8714020590912619,0.7429292557191007,0.9491293492197149,0.9620879770486879,1694,307,269,2286,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.62,0.8740122914837577,0.8837659821774506,0.8927592954990216,0.8882398753894081,0.8719368391031548,0.7439322200568914,0.9491293492197149,0.9620879770486879,1701,300,274,2281,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.63,0.8731343283582089,0.8850798597584729,0.8892367906066536,0.8871534556813745,0.8711456501464516,0.7423037407516134,0.9491293492197149,0.9620879770486879,1706,295,283,2272,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.64,0.8733538191395961,0.8866301798279906,0.8876712328767123,0.8871504009387835,0.871432164710452,0.7428651064916822,0.9491293492197149,0.9620879770486879,1711,290,287,2268,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.65,0.8746707638279192,0.8890196078431373,0.8872798434442271,0.8881488736532811,0.8728241248725601,0.7456504100484724,0.9491293492197149,0.9620879770486879,1718,283,288,2267,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.66,0.8753292361720808,0.8909878000787091,0.8861056751467711,0.8885400313971743,0.8735528842244835,0.7471227046793755,0.9491293492197149,0.9620879770486879,1724,277,291,2264,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.67,0.8768656716417911,0.8940711462450592,0.8853228962818004,0.8896755162241888,0.8751829282139072,0.7504199080888739,0.9491293492197149,0.9620879770486879,1733,268,293,2262,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.68,0.8777436347673397,0.8958003169572107,0.8849315068493151,0.8903327426658791,0.8761110775070036,0.7523053080757448,0.9491293492197149,0.9620879770486879,1738,263,294,2261,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.69,0.8777436347673397,0.8973747016706444,0.8829745596868884,0.8901163937660288,0.8761737051689407,0.752492742373051,0.9491293492197149,0.9620879770486879,1743,258,299,2256,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.7,0.8790605794556628,0.9011208967173739,0.8810176125244619,0.8909558678013062,0.8776040733438657,0.7554891159892588,0.9491293492197149,0.9620879770486879,1754,247,304,2251,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.71,0.8823529411764706,0.9088699878493317,0.8782778864970646,0.893312101910828,0.8810983210141223,0.7628373203483683,0.9491293492197149,0.9620879770486879,1776,225,311,2244,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.72,0.8863037752414399,0.9158840342997142,0.8778864970645792,0.8964828137490009,0.8851936950926114,0.7713638427157853,0.9491293492197149,0.9620879770486879,1795,206,312,2243,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.73,0.8882791922739245,0.921334431630972,0.8755381604696674,0.8978526991772025,0.887289149297974,0.775981315513074,0.9491293492197149,0.9620879770486879,1810,191,318,2237,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.74,0.8893766461808604,0.9242863053371949,0.8743639921722114,0.8986323411102172,0.8884466053377174,0.7785508149576424,0.9491293492197149,0.9620879770486879,1818,183,321,2234,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.75,0.8906935908691835,0.9297952361053071,0.8708414872798435,0.8993532740501212,0.8898783661316889,0.7820415137748348,0.9491293492197149,0.9620879770486879,1833,168,330,2225,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.76,0.8931079894644425,0.9348191757779647,0.8700587084148728,0.9012771133184675,0.8923710285424594,0.7874750423271265,0.9491293492197149,0.9620879770486879,1846,155,332,2223,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.77,0.8926690079016681,0.9377118644067797,0.8661448140900195,0.9005086469989827,0.8919984264301561,0.7873096503028043,0.9491293492197149,0.9620879770486879,1854,147,342,2213,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.78,0.8928884986830553,0.9381093683764307,0.8661448140900195,0.9006919006919006,0.8922230346718198,0.7877936250863956,0.9491293492197149,0.9620879770486879,1855,146,342,2213,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.79,0.8922300263388938,0.9395229982964225,0.8634050880626223,0.8998572302671833,0.8916012214533826,0.7869318399608105,0.9491293492197149,0.9620879770486879,1859,142,349,2206,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
0.8,0.891352063213345,0.9409246575342466,0.8602739726027397,0.8987937027192803,0.8907614569033502,0.7856912135544925,0.9491293492197149,0.9620879770486879,1863,138,357,2198,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,none,ergonomic_v2_with_view
